0,1,celltype,batch
3.1189451,-0.94366336,acinar,celseq
3.0728657,-1.4329025,acinar,celseq
2.3206263,-1.1521019,acinar,celseq
2.4612582,-1.0967928,acinar,celseq
3.2108269,-0.6518359,acinar,celseq
3.7435825,-0.9562626,acinar,celseq
0.57590854,0.029819675,acinar,celseq
2.4602263,-1.663737,acinar,celseq
3.866958,-1.3013263,acinar,celseq
3.862393,-1.0961776,acinar,celseq
3.3413835,-1.0395937,acinar,celseq
2.180185,-0.17299354,acinar,celseq
2.8650007,-1.3534063,acinar,celseq
2.0711243,-1.0803659,acinar,celseq
1.5562553,-1.0232416,acinar,celseq
3.2599525,-0.78522974,acinar,celseq
2.3176916,-1.6141587,acinar,celseq
2.1755035,-1.2308432,acinar,celseq
1.8926408,-1.2505813,acinar,celseq
2.550228,-1.4325967,acinar,celseq
2.0035386,-1.6036197,acinar,celseq
2.1203182,-1.4167112,acinar,celseq
3.921757,-0.8901995,acinar,celseq
2.046269,-1.2107584,acinar,celseq
3.82903,-0.49379453,acinar,celseq
3.5769076,-0.994533,acinar,celseq
3.3751473,-0.6072558,acinar,celseq
2.9576466,-1.3846952,acinar,celseq
2.9834073,-1.3756983,acinar,celseq
2.5020616,-0.4211675,acinar,celseq
3.1081092,-0.6354972,acinar,celseq
3.747105,-0.589549,acinar,celseq
2.9994261,-1.5330682,acinar,celseq
2.558716,-1.8292623,acinar,celseq
3.8368192,-0.6996517,acinar,celseq
2.4527647,-1.8954152,acinar,celseq
2.8988433,-0.3311146,acinar,celseq
2.9728632,-0.670413,acinar,celseq
3.0204983,-0.22071435,acinar,celseq
3.9160452,-0.9532216,acinar,celseq
3.3627753,-0.5863611,acinar,celseq
3.6669888,-0.64686674,acinar,celseq
3.300443,-0.60247713,acinar,celseq
2.2298312,-0.987963,acinar,celseq
3.2355957,-0.9340879,acinar,celseq
3.508245,-0.46846682,acinar,celseq
3.5223835,-0.46811086,acinar,celseq
3.8448105,-0.65953326,acinar,celseq
3.5933857,-0.6346514,acinar,celseq
2.9981942,-0.9718396,acinar,celseq
3.3743138,-0.5578679,acinar,celseq
3.55362,-0.4666234,acinar,celseq
3.2261887,-0.7047631,acinar,celseq
2.5482817,-1.0522121,acinar,celseq
3.5019765,-0.51131463,acinar,celseq
3.5744348,-0.4433931,acinar,celseq
2.9821885,-1.4752411,acinar,celseq
3.211507,-0.6624939,acinar,celseq
2.6629686,-1.7641627,acinar,celseq
2.8194342,-0.56323135,acinar,celseq
3.571064,-0.5898341,acinar,celseq
3.649656,-0.88589394,acinar,celseq
3.7602453,-0.5591015,acinar,celseq
3.0956414,-1.6865553,acinar,celseq
3.27858,-0.65335655,acinar,celseq
3.5468473,-0.52547234,acinar,celseq
2.1233318,-0.924172,acinar,celseq
2.8060331,-1.5256582,acinar,celseq
3.1373127,-0.085037015,acinar,celseq
2.1294103,-1.3727081,acinar,celseq
2.4411678,-1.2256749,acinar,celseq
2.1901913,-1.167898,acinar,celseq
2.9351954,-0.4016735,acinar,celseq
2.5923433,-1.1962569,acinar,celseq
3.811021,-0.6193458,acinar,celseq
2.727014,-1.4130795,acinar,celseq
2.9874222,-1.501443,acinar,celseq
2.181907,-0.73077923,acinar,celseq
3.4995809,-0.6065944,acinar,celseq
3.2829165,-0.5946964,acinar,celseq
3.719919,-0.8277487,acinar,celseq
2.3558757,-1.2412912,acinar,celseq
2.7782109,-0.40906683,acinar,celseq
2.4229622,-0.62092924,acinar,celseq
2.571285,-1.5974927,acinar,celseq
3.112314,-0.6549713,acinar,celseq
2.8197799,-1.4380212,acinar,celseq
1.6094761,-2.2868557,acinar,celseq
2.4258523,-1.7063652,acinar,celseq
2.3458753,-1.4738883,acinar,celseq
2.8428223,-0.56081754,acinar,celseq
2.8162053,-1.1672345,acinar,celseq
2.2616315,-1.5010512,acinar,celseq
3.3724167,-0.6982425,acinar,celseq
2.5776398,-1.4170816,acinar,celseq
2.872617,-1.7204676,acinar,celseq
2.9339793,-0.35429165,acinar,celseq
2.074393,-1.0054293,acinar,celseq
2.3208168,-1.4643631,acinar,celseq
2.5865254,-1.373652,acinar,celseq
2.5512915,-0.41424155,acinar,celseq
2.52382,-1.3783672,acinar,celseq
2.3434682,-1.364271,acinar,celseq
2.7095761,-1.213199,acinar,celseq
2.6978087,-0.5847843,acinar,celseq
2.2218137,-1.2385024,acinar,celseq
1.3851919,-2.1081865,acinar,celseq
2.5655458,-1.8496494,acinar,celseq
2.8264124,-1.8175192,acinar,celseq
2.530277,-0.87688917,acinar,celseq
2.7445903,-0.8295925,acinar,celseq
2.463151,-0.9063527,acinar,celseq
1.5889925,-2.0164058,acinar,celseq
2.671085,-0.8043457,acinar,celseq
2.694793,-1.0406498,acinar,celseq
1.4831638,-1.6665047,acinar,celseq
1.4981415,-2.201554,acinar,celseq
2.0664678,-1.999971,acinar,celseq
1.7264991,-2.6460636,acinar,celseq
2.3752291,-0.9294565,acinar,celseq
1.907494,-1.6876774,acinar,celseq
2.5729086,-1.1763633,acinar,celseq
3.1162317,-1.8594245,acinar,celseq
1.875332,-2.0763252,acinar,celseq
2.3094618,-2.1171582,acinar,celseq
1.5611207,-2.2378623,acinar,celseq
1.7020622,-2.012087,acinar,celseq
10.451426,0.32865885,alpha,celseq
11.02459,1.5623602,alpha,celseq
5.576392,-0.26474926,alpha,celseq
3.6708825,-2.5562298,alpha,celseq
11.444183,1.5895892,alpha,celseq
11.544026,1.6083851,alpha,celseq
11.503458,2.1776989,alpha,celseq
11.702787,3.4355364,alpha,celseq
0.66448385,-0.8339982,alpha,celseq
11.305781,1.0905405,alpha,celseq
2.895644,-2.710542,alpha,celseq
11.454191,1.0695666,alpha,celseq
12.290748,2.1407747,alpha,celseq
11.607256,1.6680338,alpha,celseq
-6.3097324,9.221771,alpha,celseq
12.421565,2.727331,alpha,celseq
10.20268,-0.05356048,alpha,celseq
10.7171755,0.34204033,alpha,celseq
10.722332,0.47493625,alpha,celseq
10.314951,0.116166316,alpha,celseq
10.131358,0.08635658,alpha,celseq
7.0819383,1.5137209,alpha,celseq
10.519006,0.2021666,alpha,celseq
10.168075,0.00815524,alpha,celseq
10.35569,0.35013402,alpha,celseq
10.203115,0.75762993,alpha,celseq
10.10482,0.99280655,alpha,celseq
10.056061,0.21863885,alpha,celseq
10.380755,0.35648462,alpha,celseq
10.01517,0.35392886,alpha,celseq
10.192184,-0.11840336,alpha,celseq
10.679301,0.5671171,alpha,celseq
10.32381,0.04548808,alpha,celseq
10.204705,0.2666151,alpha,celseq
10.262583,0.18813086,alpha,celseq
10.440102,0.66332996,alpha,celseq
11.065898,1.2133788,alpha,celseq
11.316156,1.4302932,alpha,celseq
10.00261,0.8237122,alpha,celseq
11.041314,1.1052233,alpha,celseq
11.482377,1.204796,alpha,celseq
10.429691,0.2870439,alpha,celseq
12.03497,2.0133705,alpha,celseq
10.046744,0.2654551,alpha,celseq
9.693695,0.5659312,alpha,celseq
10.802137,0.78996533,alpha,celseq
11.551419,1.240521,alpha,celseq
10.408303,0.4783484,alpha,celseq
10.23056,0.15364033,alpha,celseq
11.682695,1.5389782,alpha,celseq
9.10399,1.7516712,alpha,celseq
10.761487,0.31533635,alpha,celseq
10.480762,0.66182506,alpha,celseq
11.590942,1.207516,alpha,celseq
11.424018,1.2426807,alpha,celseq
11.44181,1.0275187,alpha,celseq
10.271625,1.2868788,alpha,celseq
11.809629,1.5440677,alpha,celseq
11.865557,2.0489223,alpha,celseq
11.630358,1.1249468,alpha,celseq
11.221605,1.0521827,alpha,celseq
10.957014,0.5561357,alpha,celseq
11.515915,1.15522,alpha,celseq
11.178662,1.0542482,alpha,celseq
10.2778015,0.4983706,alpha,celseq
10.081266,0.5406828,alpha,celseq
11.731473,1.4315772,alpha,celseq
10.024128,-0.008971945,alpha,celseq
11.0678,0.8200625,alpha,celseq
11.84268,1.9644978,alpha,celseq
12.271453,2.8675685,alpha,celseq
12.156492,2.212842,alpha,celseq
11.25327,1.6390158,alpha,celseq
11.188619,1.1108317,alpha,celseq
10.977469,1.1798793,alpha,celseq
11.913496,2.3631172,alpha,celseq
11.98673,2.1504686,alpha,celseq
10.608473,1.5522858,alpha,celseq
11.320523,1.5942963,alpha,celseq
12.145119,2.2264485,alpha,celseq
12.211047,2.420532,alpha,celseq
12.217423,3.1269128,alpha,celseq
11.166582,1.6650329,alpha,celseq
11.900835,1.7399323,alpha,celseq
12.193068,2.789835,alpha,celseq
12.283633,2.7458425,alpha,celseq
11.956964,1.8687142,alpha,celseq
11.971565,1.5482442,alpha,celseq
11.584276,3.3000095,alpha,celseq
11.549001,1.4018879,alpha,celseq
11.851438,2.0086226,alpha,celseq
12.2259,2.1230948,alpha,celseq
11.270858,1.7407454,alpha,celseq
11.8230295,1.5477694,alpha,celseq
11.431375,1.4152907,alpha,celseq
12.05315,1.9394974,alpha,celseq
11.657031,1.5133295,alpha,celseq
11.677603,1.382683,alpha,celseq
10.366264,0.2172342,alpha,celseq
11.4326935,1.5068406,alpha,celseq
12.017034,1.9227719,alpha,celseq
10.840973,0.6181355,alpha,celseq
12.213117,2.2647195,alpha,celseq
10.785553,0.24592046,alpha,celseq
10.673715,0.13334338,alpha,celseq
12.1601715,1.97462,alpha,celseq
12.0322075,2.1988742,alpha,celseq
12.282787,2.351794,alpha,celseq
11.562207,1.5394398,alpha,celseq
19.766203,-0.8620665,alpha,celseq
11.895008,1.4750472,alpha,celseq
10.484168,0.8388388,alpha,celseq
12.227872,2.7960632,alpha,celseq
10.8675375,1.0596776,alpha,celseq
11.30864,1.4369646,alpha,celseq
6.5364933,2.8153434,alpha,celseq
12.25663,2.4591944,alpha,celseq
10.982922,1.8184297,alpha,celseq
10.148294,0.4872137,alpha,celseq
6.300613,2.2874618,alpha,celseq
10.619382,1.6471646,alpha,celseq
10.8457985,1.5232669,alpha,celseq
11.07656,1.7316087,alpha,celseq
11.058458,0.95915693,alpha,celseq
11.269476,1.049426,alpha,celseq
12.098468,2.3467495,alpha,celseq
11.556783,1.8392414,alpha,celseq
11.535958,1.8297873,alpha,celseq
11.154458,1.774911,alpha,celseq
10.838028,2.3415902,alpha,celseq
11.566562,2.5707612,alpha,celseq
11.50714,2.152642,alpha,celseq
10.7623005,1.9881496,alpha,celseq
10.535623,2.1546166,alpha,celseq
10.9212055,2.1523197,alpha,celseq
10.229554,0.060980253,alpha,celseq
9.997289,-0.0893445,alpha,celseq
9.873862,-0.002433757,alpha,celseq
10.510051,0.8659472,alpha,celseq
10.293334,2.4089384,alpha,celseq
11.180777,0.59141403,alpha,celseq
10.572334,0.30508307,alpha,celseq
10.591361,1.7580451,alpha,celseq
11.042266,0.64923173,alpha,celseq
7.3276305,1.5666384,alpha,celseq
-6.6244025,8.964817,alpha,celseq
11.198331,0.81428593,alpha,celseq
10.092194,0.09010671,alpha,celseq
9.531507,0.49091408,alpha,celseq
9.760867,-0.5920233,alpha,celseq
9.884749,0.740624,alpha,celseq
9.691596,-0.15781936,alpha,celseq
10.020568,-0.035940133,alpha,celseq
11.438278,0.9199766,alpha,celseq
10.096589,-0.1098302,alpha,celseq
10.456858,0.6709825,alpha,celseq
10.266265,1.0477134,alpha,celseq
9.910262,-0.055391952,alpha,celseq
10.581639,0.42456624,alpha,celseq
10.627555,0.41178763,alpha,celseq
11.774708,1.1456856,alpha,celseq
11.224721,0.9590274,alpha,celseq
11.046434,1.668347,alpha,celseq
10.303172,0.13358273,alpha,celseq
10.129598,0.91622645,alpha,celseq
11.419433,1.40367,alpha,celseq
10.446101,0.7508335,alpha,celseq
10.338857,0.0064114095,alpha,celseq
11.009309,1.0331488,alpha,celseq
10.986322,1.6673876,alpha,celseq
11.9775305,1.5487298,alpha,celseq
11.982006,2.086506,alpha,celseq
11.648628,1.09944,alpha,celseq
11.540713,1.9459738,alpha,celseq
11.2861,1.1747258,alpha,celseq
11.216334,0.53876644,alpha,celseq
10.831963,0.5972967,alpha,celseq
11.481339,1.8935901,alpha,celseq
11.292085,1.483659,alpha,celseq
11.488749,1.4735467,alpha,celseq
12.185093,2.5861301,alpha,celseq
11.02251,0.6265242,alpha,celseq
10.4621725,0.5581759,alpha,celseq
11.549884,1.1119719,alpha,celseq
11.61948,1.7191844,alpha,celseq
10.937711,0.46461824,alpha,celseq
12.19317,2.571163,alpha,celseq
11.645573,1.8816217,alpha,celseq
11.228009,2.0342216,alpha,celseq
12.097292,2.0470397,alpha,celseq
11.311288,0.7567897,alpha,celseq
10.854993,6.5365777,delta,celseq
10.954407,6.6359043,delta,celseq
10.868503,6.81984,delta,celseq
10.534927,6.863301,delta,celseq
11.7445,7.229282,delta,celseq
11.162452,6.6314797,delta,celseq
10.663513,6.6864285,delta,celseq
10.837448,6.727014,delta,celseq
10.70195,6.765643,delta,celseq
11.712677,6.54772,delta,celseq
12.35417,7.0672956,delta,celseq
12.516716,6.490533,delta,celseq
12.286086,6.624468,delta,celseq
15.591626,-1.4613726,delta,celseq
12.485794,6.9441175,delta,celseq
12.368401,6.8476677,delta,celseq
12.1476755,6.7669816,delta,celseq
10.870821,6.946618,delta,celseq
11.899823,6.596088,delta,celseq
11.644705,6.5595937,delta,celseq
11.227744,6.451821,delta,celseq
10.358896,6.8523784,delta,celseq
10.0064945,6.496071,delta,celseq
10.040615,7.0127974,delta,celseq
2.3567753,0.23072574,delta,celseq
10.142957,6.9948444,delta,celseq
10.120267,6.761592,delta,celseq
10.969069,6.545626,delta,celseq
10.04841,7.0656757,delta,celseq
10.475323,6.7452226,delta,celseq
10.778853,6.7950873,delta,celseq
10.968059,6.6085854,delta,celseq
10.212763,6.6630454,delta,celseq
10.190818,6.9729357,delta,celseq
10.84663,6.5967755,delta,celseq
10.263431,7.085213,delta,celseq
10.378972,6.830619,delta,celseq
10.086459,7.025762,delta,celseq
10.054097,6.7855644,delta,celseq
10.2112875,7.121066,delta,celseq
11.138956,6.576708,delta,celseq
11.096787,6.511697,delta,celseq
10.28658,6.6926374,delta,celseq
10.8854685,7.16504,delta,celseq
10.70614,6.5995784,delta,celseq
10.424996,6.6914487,delta,celseq
11.434441,6.6005087,delta,celseq
10.21863,7.013246,delta,celseq
10.096585,6.912393,delta,celseq
10.812075,6.7374535,delta,celseq
16.236788,-3.4361625,beta,celseq
16.981936,-1.9867316,beta,celseq
15.391563,-1.2330931,beta,celseq
9.530742,0.8735019,beta,celseq
15.975894,-3.4653065,beta,celseq
17.456726,-2.6001263,beta,celseq
16.97543,-2.9592364,beta,celseq
17.037899,-2.7320461,beta,celseq
15.943714,-3.128503,beta,celseq
17.986263,-2.4218688,beta,celseq
16.837124,-2.927983,beta,celseq
16.701302,-2.675475,beta,celseq
17.818176,-2.3815868,beta,celseq
16.941528,-2.143797,beta,celseq
17.189163,-3.1181684,beta,celseq
16.894405,-3.0482447,beta,celseq
18.155483,-1.9843563,beta,celseq
18.085844,-2.281349,beta,celseq
15.473311,-1.8253103,beta,celseq
15.185703,-1.7194571,beta,celseq
15.033569,-1.2046744,beta,celseq
15.640311,-1.4537129,beta,celseq
15.625089,-2.9283075,beta,celseq
15.39451,-2.243084,beta,celseq
15.156548,-1.9691393,beta,celseq
16.607206,-2.7569504,beta,celseq
15.427636,-1.9675299,beta,celseq
15.296138,-1.9836798,beta,celseq
15.452795,-2.5415578,beta,celseq
15.834232,-1.4614816,beta,celseq
15.837792,-1.6697545,beta,celseq
15.154547,-1.8473134,beta,celseq
15.159093,-1.8036764,beta,celseq
16.085026,-1.5152621,beta,celseq
16.679203,-1.2656869,beta,celseq
17.915358,-1.2489039,beta,celseq
15.338138,-1.5033739,beta,celseq
17.087362,-2.5201812,beta,celseq
16.243362,-1.4472898,beta,celseq
16.970676,-2.9111872,beta,celseq
15.13033,-1.6937203,beta,celseq
15.742903,-1.5748372,beta,celseq
15.930701,-1.5340455,beta,celseq
15.082897,-1.624162,beta,celseq
17.313002,-2.6411698,beta,celseq
15.6851225,-1.7650794,beta,celseq
15.854526,-1.5448365,beta,celseq
16.97749,-2.0392847,beta,celseq
17.641256,-1.0232707,beta,celseq
17.330866,-2.328708,beta,celseq
15.248749,-1.4336647,beta,celseq
18.052784,-2.0388846,beta,celseq
17.390333,-2.3446755,beta,celseq
19.267668,-1.3208185,beta,celseq
16.571835,-0.82239705,beta,celseq
18.096504,-1.8657995,beta,celseq
16.74663,-1.2633326,beta,celseq
17.351818,-0.6177569,beta,celseq
16.672106,-2.4377315,beta,celseq
15.513624,-1.7593449,beta,celseq
10.94364,6.7085805,beta,celseq
14.968253,-1.4196484,beta,celseq
15.250168,-1.4562687,beta,celseq
16.844503,-2.4411821,beta,celseq
15.328653,-1.5987977,beta,celseq
15.678913,0.10990208,beta,celseq
16.923204,-2.9743445,beta,celseq
14.980943,-1.2401285,beta,celseq
16.01928,-2.6645327,beta,celseq
16.82005,-2.9334228,beta,celseq
14.998425,-1.7118053,beta,celseq
16.849886,-2.8417585,beta,celseq
14.987129,-1.5377005,beta,celseq
15.687304,-1.7541627,beta,celseq
16.454082,-1.8569875,beta,celseq
17.692617,-2.1623695,beta,celseq
15.986915,0.06757295,beta,celseq
15.760952,-1.6841675,beta,celseq
15.861193,-1.8160304,beta,celseq
16.959755,-2.3590481,beta,celseq
16.834446,-2.2291427,beta,celseq
17.456305,-2.252327,beta,celseq
16.607916,-2.144627,beta,celseq
16.560318,-2.184652,beta,celseq
15.049564,-1.4852369,beta,celseq
18.136848,-0.63699776,beta,celseq
15.990131,-3.3153605,beta,celseq
17.052935,-3.0868459,beta,celseq
16.743687,-2.7632613,beta,celseq
4.1818166,4.5237913,beta,celseq
16.54667,-3.2269356,beta,celseq
16.127281,-3.176891,beta,celseq
16.843643,-2.8597963,beta,celseq
15.970708,-3.3918967,beta,celseq
15.918034,-3.2072215,beta,celseq
15.604115,-2.7277596,beta,celseq
16.092978,-3.3742447,beta,celseq
16.174356,-3.2602365,beta,celseq
16.380709,-2.3621821,beta,celseq
15.287871,-2.8174365,beta,celseq
16.054737,-2.8883512,beta,celseq
16.080301,-3.3038101,beta,celseq
15.69886,-3.1861043,beta,celseq
15.817317,-3.2015898,beta,celseq
15.810564,-2.925845,beta,celseq
15.49802,-3.0690699,beta,celseq
15.822373,-3.3534143,beta,celseq
16.40532,-2.9030006,beta,celseq
16.29565,-2.8839805,beta,celseq
15.458437,-2.9777346,beta,celseq
16.588549,-2.7175195,beta,celseq
16.280167,-3.0928366,beta,celseq
15.430583,-2.958988,beta,celseq
16.444302,-3.004029,beta,celseq
15.912967,-3.1756327,beta,celseq
15.187709,-2.5538945,beta,celseq
15.878674,-3.057665,beta,celseq
15.754805,-3.2485325,beta,celseq
16.04883,-3.4688191,beta,celseq
15.4898205,-3.1044104,beta,celseq
16.016378,-3.4135573,beta,celseq
15.350051,-2.7648685,beta,celseq
16.451445,-3.2061238,beta,celseq
17.877686,-1.0184681,beta,celseq
16.39761,-2.9398806,beta,celseq
16.025795,-2.9796882,beta,celseq
15.391183,-2.402479,beta,celseq
16.656967,-2.4614544,beta,celseq
16.290604,-2.7509663,beta,celseq
17.850267,-2.34591,beta,celseq
15.604084,-3.0150678,beta,celseq
15.9564905,-2.1878521,beta,celseq
15.448715,-2.6948524,beta,celseq
16.299755,-2.4803665,beta,celseq
15.816236,-3.0638866,beta,celseq
16.676891,-2.3085613,beta,celseq
17.028406,-2.586478,beta,celseq
16.48216,-1.3241203,beta,celseq
16.364862,-2.9254987,beta,celseq
17.134108,-2.5966506,beta,celseq
16.469227,-2.6505115,beta,celseq
16.646011,-2.3965044,beta,celseq
16.206875,-2.2672036,beta,celseq
16.750214,-3.0455275,beta,celseq
17.167686,-2.5492313,beta,celseq
16.042503,-2.30094,beta,celseq
16.516195,-3.0275192,beta,celseq
9.878617,0.83357954,beta,celseq
16.935207,-2.561298,beta,celseq
16.595104,-3.0586674,beta,celseq
16.491102,-2.8042595,beta,celseq
16.667582,-2.7745378,beta,celseq
15.9510145,-2.698264,beta,celseq
16.932442,-2.7607982,beta,celseq
16.075508,-2.988144,beta,celseq
16.4444,-3.1026661,beta,celseq
17.146553,-2.5290318,beta,celseq
16.780046,-2.451535,beta,celseq
16.932964,-2.7088284,beta,celseq
16.34677,-1.6796461,beta,celseq
16.662716,-2.9771028,beta,celseq
-0.15069553,0.5102283,ductal,celseq
-0.42161712,1.1757905,ductal,celseq
-0.71494216,1.3589709,ductal,celseq
-0.23342519,0.9922931,ductal,celseq
0.851322,-2.1713169,ductal,celseq
-0.7921666,1.2727284,ductal,celseq
-0.9100628,1.5393392,ductal,celseq
-0.6258931,1.0541048,ductal,celseq
-0.4708361,1.6511842,ductal,celseq
-0.39369646,1.7172595,ductal,celseq
-0.51655424,1.9547632,ductal,celseq
-0.06527019,-0.64071935,ductal,celseq
0.53218985,-0.2634051,ductal,celseq
2.6509886,-0.14279833,ductal,celseq
0.030694146,0.39881304,ductal,celseq
2.1472375,0.5911503,ductal,celseq
0.24139932,1.2713054,ductal,celseq
0.71369684,0.44415018,ductal,celseq
-0.47037378,1.0494534,ductal,celseq
0.16877505,0.25675336,ductal,celseq
0.17806119,1.224473,ductal,celseq
0.36754522,0.9474265,ductal,celseq
0.24175659,0.9132406,ductal,celseq
2.1325357,0.52706474,ductal,celseq
0.4076129,0.83492273,ductal,celseq
0.34228605,0.08531516,ductal,celseq
-0.13818835,1.4996763,ductal,celseq
-0.648139,1.7649223,ductal,celseq
-1.4008112,0.333532,ductal,celseq
-0.8834602,-0.18630396,ductal,celseq
-0.3624805,-0.4607488,ductal,celseq
2.0757546,0.7195354,ductal,celseq
-1.0253664,0.34059885,ductal,celseq
-0.37482905,1.2397704,ductal,celseq
0.157855,1.2824029,ductal,celseq
-0.889909,-0.00046059012,ductal,celseq
-0.3120716,1.5789427,ductal,celseq
-0.5719762,0.96040857,ductal,celseq
-1.0795866,1.0374758,ductal,celseq
0.009321341,0.92683285,ductal,celseq
0.22711863,1.1460928,ductal,celseq
-0.19593966,0.7759856,ductal,celseq
-0.7660989,-0.34703967,ductal,celseq
-1.6177597,0.32726836,ductal,celseq
-0.47477943,1.7390479,ductal,celseq
0.038242478,1.3448719,ductal,celseq
-0.26005533,1.7801456,ductal,celseq
-0.59745896,0.34323546,ductal,celseq
0.18670483,0.8938524,ductal,celseq
1.8842274,0.16677028,ductal,celseq
-0.8190432,1.6514119,ductal,celseq
-0.63525665,1.1784815,ductal,celseq
-0.9273139,-0.80831015,ductal,celseq
-0.18774027,1.527259,ductal,celseq
0.12973453,1.2838044,ductal,celseq
-0.8750832,1.6136702,ductal,celseq
-0.9276996,1.5955397,ductal,celseq
-0.6961176,1.1153504,ductal,celseq
0.21990712,1.1286486,ductal,celseq
-0.8711925,-0.565434,ductal,celseq
-1.1392806,1.0889484,ductal,celseq
-1.0387793,0.11785415,ductal,celseq
-0.98036134,1.362413,ductal,celseq
-1.6399534,0.48007667,ductal,celseq
-0.0012785723,1.4842159,ductal,celseq
-1.5846426,0.7472395,ductal,celseq
-0.71868867,1.7764897,ductal,celseq
