0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,celltype,batch
-13.651481,-30.634628,-0.38209203,6.6663685,0.046334658,-2.7576187,7.899189,-0.49697968,-3.574126,-3.4763646,-1.3214116,-14.030362,4.50823,6.4935718,-2.746565,-0.45650887,-2.5208147,-2.2075253,7.9411316,-0.053304713,7.322161,-3.136096,-1.6082104,5.0555043,-2.1882415,-3.825618,5.997484,-3.5819035,2.6564233,-2.0030515,-5.10048,-1.301957,1.165776,-0.17987777,1.0752058,1.5634384,1.9571508,1.0090334,-0.4286117,-0.14116454,-1.9142189,1.0639448,2.9457235,1.4329613,0.08405369,3.727538,-1.6481073,-1.2850311,0.40565017,-1.1159364,gamma,celseq
-20.7095,-2.4689023,3.3798285,-1.2480658,0.98069066,-0.57587755,-3.614976,-2.4675655,-1.2301399,-1.5632286,0.85282683,-6.5328984,4.1661296,5.4018855,-1.6539897,1.0216789,-3.3917234,0.47579914,10.23072,-3.9403636,6.6016884,-2.1403584,-0.06749582,1.1013349,-2.8181553,-5.674109,-1.0723839,-3.4309323,0.32656717,0.58851963,-0.8916488,2.710527,4.495348,1.3329507,1.7327244,4.036026,0.6495985,2.9860554,-6.451228,4.464297,-5.7385025,-1.4510851,-0.24527381,2.676562,1.9081322,1.8755742,0.34942535,2.206213,-2.269834,1.3929508,gamma,celseq
-19.379341,2.7128546,0.5475781,0.31297413,6.347234,1.6733586,0.13673295,-3.5947418,-2.1679866,-6.4151897,-1.5238135,-11.926509,4.3681207,2.7492101,-1.1089277,-2.304717,1.164326,-2.261955,9.210827,-2.3121436,12.468825,-0.48477662,-0.81574243,0.5348582,-1.6798402,-3.7586448,4.1617665,-1.136239,-2.5101385,-5.4330525,-1.8131748,-4.8368206,1.0482177,1.790828,-0.81638354,4.1294317,-3.2876267,6.4976783,-0.729494,-0.291361,-0.29262465,-2.4298503,0.3359693,-2.2072952,0.29616895,5.028336,-5.493397,3.335351,0.710289,-0.6179897,gamma,celseq
-20.797258,-23.47812,0.00096565497,2.380245,8.819716,3.3058615,-0.47474527,-4.998821,-6.4032264,-6.4670954,-0.7466079,-14.747164,4.7242684,4.5953913,-3.97585,-4.7206745,-2.7292502,-6.1032615,5.7041235,-1.8010463,10.090826,-0.41181266,-1.249803,1.7961856,1.7366654,-5.3220115,1.449002,-4.6658397,5.225027,-0.9974195,-5.1773033,-0.116258375,-0.58395565,-1.2329702,3.2688847,-0.9665795,1.0360389,-1.6692957,-2.8163836,-0.86152905,0.5666302,5.333914,2.21608,3.4989436,2.9175222,0.2605009,0.33401003,-0.297879,-0.6405614,6.0007772,gamma,celseq
-24.383228,-5.9747367,1.2030296,2.6417997,2.3911688,2.0297186,-4.397949,-1.8962504,-1.6543483,-1.595991,-0.040557507,-10.228225,5.545895,4.414207,-4.258626,-0.13697235,-0.2517276,-4.352049,5.3428397,-5.1148357,9.800304,1.4010999,-0.9867997,1.7387401,0.90131557,-1.6245928,1.370161,-4.7628036,2.183156,-1.5135337,-1.3544277,0.053555973,-1.2709237,1.8123937,0.17668703,1.6507354,0.9568632,1.4796159,-1.8991438,1.2466,-0.23124416,3.1397889,0.35091412,2.5885046,1.7913238,-0.96396786,-0.31455737,-0.85555893,-1.0823209,1.355951,gamma,celseq
-16.591991,-20.696795,-0.3085774,2.411424,1.6899022,-2.2598975,-1.4087129,-2.7064931,-5.4400897,-5.401772,0.7712495,-12.924856,8.051072,5.068236,-0.80151737,-2.815358,-0.8051633,-2.6370723,7.1709595,-0.6267003,10.289054,-0.052330084,-1.8265564,2.6494913,2.8227255,-3.7676632,3.1574774,-3.392657,4.285363,-1.1216859,-2.7895942,0.9270811,0.83424646,-1.5015609,1.3094026,1.9139998,-0.47578242,-0.109779686,-0.40641218,0.29998037,0.20713356,3.4522865,0.5623002,2.586362,1.8880814,-0.64611083,-1.3155093,0.87430036,-1.5324084,2.678368,gamma,celseq
-18.019892,-29.183064,-1.3214025,3.9247985,-2.9947963,-0.78987247,-2.729138,-4.495937,-7.741084,-7.7827153,-0.5413915,-19.271406,10.533391,6.644283,-5.7764277,-3.257152,-0.11145767,-4.5863786,8.21107,-1.4118905,12.997517,-3.0132847,-3.2481565,4.774032,0.109542675,-1.2054154,3.0338852,-4.697079,6.0242214,-0.475942,-4.213693,2.0044312,-0.5450411,0.8378014,1.7225484,3.8112304,-2.9241598,3.0040967,-1.960849,-0.37334684,1.5609511,2.188294,2.49058,1.9001362,-0.8801152,1.611958,-1.0260938,-0.22702342,0.048835237,3.2866664,gamma,celseq
-26.110199,3.923992,1.6785519,0.20127845,13.333242,-2.156441,-2.345218,-5.054017,-3.4685955,-2.638506,0.8075837,-9.218185,3.9909313,3.3893507,4.3213034,-8.005145,-1.6049027,-6.311582,8.142585,-2.9435985,9.271354,-2.3662581,4.022998,0.8111853,-0.3185759,-5.1972265,0.8214269,0.60069674,1.2295923,-1.6050745,-0.2716114,-0.74947315,1.5230323,-1.9508076,1.1830409,-0.050563224,-0.39810383,0.5548339,-1.7782071,-0.92940134,-0.14754379,-4.5392723,2.4008167,-2.601044,-4.862463,3.7517478,-0.41458413,2.7576993,-2.0628026,0.82460046,gamma,celseq
1.3816199,19.877132,1.2190868,-4.46061,-21.725534,8.691381,13.36577,-1.2504976,-3.2456942,0.8097865,-0.75611013,-2.5859523,3.376816,-5.33149,3.41587,2.707265,-9.817714,-0.7317845,-4.7528253,1.3153619,3.1510487,-1.9519875,-1.8276266,10.837056,2.840343,1.864019,-2.366952,1.7995739,5.922875,-10.3175745,-1.7694964,-0.12351312,0.9542494,-1.2805585,2.711837,2.8854432,-1.3575456,0.26017788,0.65807116,-3.6461682,1.2144536,-1.4399608,1.9327132,2.1231515,0.7218451,0.20890911,-2.6913579,0.50230813,-1.9320438,-2.1011055,acinar,celseq
13.69712,5.383227,-6.6347394,2.0161822,-12.85318,4.843376,12.15745,0.8725432,-1.3531492,1.9423648,4.7954283,-5.842315,0.59175557,-1.7196468,-3.6428094,-1.3354369,-1.6369301,-3.8163297,-3.4857137,-0.3699604,-0.046579085,5.3655925,1.0689905,2.5923479,2.031634,-1.2867205,0.11716112,-0.030600801,-2.516694,-1.8411704,1.5086788,0.7251932,1.4048376,-1.9269365,1.4962912,1.2056335,0.37055865,-0.7558254,-0.27410218,-0.67633057,-2.0970647,1.0014106,-1.4589711,0.8846523,1.8553802,-1.1260059,-1.974247,0.42298195,-1.1211047,-0.20802426,acinar,celseq
20.075106,2.4280562,-7.7158856,2.4081056,-14.066124,3.7113624,11.881282,-0.43787533,-4.7695575,-3.2236586,-2.6188118,-2.106289,2.8623784,0.18924414,-4.5774918,-4.0399323,0.3944334,-2.4348507,-2.5040658,3.0939593,-0.24705702,1.5726359,1.5508685,-0.41672763,4.5031805,-4.0039,4.7039256,-0.8848348,-0.84183365,-0.44396007,5.343882,1.1637983,0.4736378,-1.3801639,0.5046736,3.0124462,-1.491978,-1.5505797,1.3071246,3.1200254,-0.20183332,2.4602776,1.8811723,-0.74448025,-0.58309585,-1.0850971,1.6749573,0.80507505,-0.43631676,-1.204395,acinar,celseq
30.418686,-9.833292,-7.983088,8.600355,-4.3519726,-1.5473342,6.5634384,-0.28176555,-6.1103992,-2.1389997,-0.44995973,-0.96103865,-0.16372764,9.524559,-4.792346,-9.068074,5.2423425,-5.0657783,-7.825162,3.1573162,-0.5482791,5.0535398,4.372443,-0.56097,2.0066586,-5.515716,6.653609,-3.0761602,-2.305068,-2.362275,3.1502192,0.24518614,1.3359336,-1.3950548,-2.2145908,0.8452431,0.5906715,0.7449218,1.5814251,1.1690317,-0.23169845,-2.4911628,0.82980335,-0.9323696,2.3632987,-0.41925377,-0.22324368,-4.582392,0.194745,-3.4268105,acinar,celseq
22.744873,-5.1116433,-4.5769486,3.971969,-19.497896,0.32653603,12.83349,4.0244823,-4.3198233,-0.4752692,3.4541554,2.8482668,1.6732883,11.297228,-4.529527,2.5820112,-3.06592,1.9888049,0.26059514,3.6834831,0.37655112,4.722988,2.3975072,4.642797,2.6314766,-7.1936145,-0.06466538,-5.7268176,-2.2736306,1.3164148,-0.31928897,3.0941489,0.34589627,1.4288015,0.06490642,1.5501815,-1.0238571,-1.9779241,2.1615443,0.88293976,1.2205806,1.7727504,-0.1305942,-0.15933329,1.4900397,-4.3384566,-2.346622,-0.92804843,-0.8699116,0.20253377,acinar,celseq
33.05958,-9.861964,-10.238818,2.8358862,-4.652683,-1.5409784,8.858643,0.6249864,-6.256055,-4.2482133,-2.1753092,-0.45059872,1.6233306,6.6290655,-5.487136,-5.908663,4.872423,-2.1357408,-6.8798327,1.8957999,-2.6884067,2.6484969,-2.2504833,-4.342824,2.1120067,-1.3023547,5.0151606,-2.238859,-0.43535084,-0.03739256,2.1233373,1.3837024,0.18606718,-2.933423,-2.5467725,1.121221,2.3391876,3.0061874,0.1635157,-0.19903961,-1.6397412,-0.75514144,0.031763427,-3.2829494,0.5390758,1.2180587,2.48851,-2.5421422,-0.27566805,-0.5649646,acinar,celseq
6.068339,16.554037,-5.3890934,-3.1565206,-12.133856,5.4139123,6.6346645,-1.9693569,-2.514113,-1.5740725,-1.9863688,-1.7978586,2.174594,-3.6662335,-2.7565594,-0.06891938,0.69626635,-2.2699096,1.7123119,0.715777,-2.1347656,-0.30309337,-3.149494,-3.4917412,-0.10573715,-1.4499195,-0.62020683,0.0040084966,-2.379139,0.13394581,2.1742709,-0.48147693,1.3048322,0.15564984,0.008978257,-0.7143803,-0.37779164,-0.31833598,0.9182065,0.30449125,-0.37691453,1.8869835,0.20354716,1.0361912,0.36331528,-0.2377961,-2.1362278,0.3608839,0.2836928,1.3991696,acinar,celseq
14.384155,2.658236,-0.49922174,-1.8520927,-16.015574,7.307046,18.781292,2.5329254,-3.197022,-1.9246646,10.462648,-1.5992589,0.60838664,2.4314885,0.2442666,1.0824192,-8.229524,-1.6159728,-0.26302743,2.1459846,-0.7951694,-0.7109212,-3.9644804,6.1843843,5.4467964,1.2167904,1.9531456,9.322568,3.212989,-8.084628,-1.6810708,-1.3650054,-1.2015458,-2.3701146,2.6412673,3.4299202,-1.7936004,-3.503275,-0.17043436,-0.20899707,1.9530928,1.2351365,1.5278064,-3.4871492,1.5223352,-0.14921087,-2.2656977,1.5229853,1.6978084,-2.418481,acinar,celseq
21.623926,-5.3564377,-8.930335,6.7747664,-17.840508,5.9559126,17.102922,2.943585,-1.9804686,1.8939976,-4.0031915,-6.6204224,1.3278444,-1.8179988,-4.375026,-1.996234,-4.4937873,-2.8127975,-2.1656337,2.2101698,-0.26641998,2.4166636,0.2505141,2.2521734,0.18486422,-4.0087924,-1.7918342,-4.1655846,-0.22605653,2.52327,-0.12612547,0.34560484,1.3636239,-1.720793,2.5247846,2.5789065,1.2644997,0.95978147,-1.6217723,3.0519893,-0.8048577,-0.041095413,0.27413929,-1.2780855,2.9552758,4.5595446,2.7034104,0.36712843,0.5567824,-0.87528217,acinar,celseq
24.161129,-6.810144,-6.130695,-0.092439905,-12.203113,3.423184,15.989987,1.3787332,-5.5922523,-2.3156226,-3.6122808,-0.83966225,1.1490291,4.644892,-6.286129,-3.07501,0.4916153,-1.6809485,-2.427634,2.2378213,-3.0829394,-0.60330784,-5.0433736,-5.2718277,0.5072495,-3.1816287,4.0949874,-3.0911252,-0.09480084,4.247645,0.6737009,2.0460556,-1.6752635,0.3563883,0.0064957887,-0.29748315,2.9373348,0.58001,-1.7525027,0.054046106,-2.0117476,1.9185487,1.1812462,-0.43047792,1.582847,0.07590771,-1.2968572,2.6958797,-1.7619063,-0.39761537,acinar,celseq
15.24695,8.067161,-2.9778683,-5.998257,-14.701255,7.6242695,13.32472,-1.4511657,-5.158038,-3.123753,-2.429422,1.0368778,2.4907799,0.31116846,-1.7042961,0.8948557,-1.327537,-0.14425196,1.7254103,2.9917152,-4.1400332,-2.1829965,-7.456517,-2.8146276,-0.9981783,-0.4907534,-1.4385391,1.4602547,2.3341103,1.1854777,-2.2832298,0.10235384,-1.2300744,0.56507075,-0.52792996,0.7507235,0.98667306,-0.12098313,-0.76877064,-0.31095764,1.2025136,1.3818741,0.8178637,-0.87932885,-0.45922923,-1.2688439,-1.5002401,0.93038213,1.2076968,-1.0972142,acinar,celseq
16.321657,4.6622653,-6.9509296,3.7090492,-6.1727476,9.034948,11.9213505,0.9582455,-1.5892757,-0.586965,-5.7707443,-4.013416,-1.5386536,-2.065744,-3.0422423,-8.251674,4.8183093,-1.3275512,9.538562,2.0398462,-7.3949156,4.6285806,-3.7699423,-5.574701,-3.2157764,0.6077855,2.5869086,4.720646,8.645985,4.334936,-1.7451757,0.7183781,-2.2800114,5.2183204,-1.9385196,1.4902736,-0.383243,-2.4144118,-1.9849333,-5.308013,-1.2100662,5.874776,0.4443975,-0.7946874,-1.4915036,-0.31722227,-3.5326366,-0.13261214,-3.757599,-4.7504945,acinar,celseq
-7.15755,30.32066,2.0608685,-5.2675834,-21.42352,4.6136374,4.4495034,-0.5747969,0.51885843,2.564622,0.48990515,-1.2490755,4.3422294,-5.6067924,3.6771119,5.744924,-4.497369,2.3992202,-3.6045287,-2.820898,4.6566243,-1.18387,-2.779187,5.9933968,-0.2435036,5.0654874,-5.326942,1.4658635,1.8913625,-4.4988265,-0.901846,1.176283,2.150878,0.9544698,1.6208823,0.41226658,-0.057492338,1.2624459,0.7153606,-1.4436967,-1.0709426,-1.7688485,1.4711722,0.8713488,-0.03766366,-0.98464054,-2.3552227,0.8771545,-0.9976457,-1.893157,acinar,celseq
15.376749,6.019602,-4.481139,8.444143,-5.4746766,5.7809014,4.385958,0.30496958,-1.5769951,1.5588396,3.673361,-2.1160514,-3.055754,6.2268925,-2.375389,-3.4361904,4.7864656,-2.692015,-4.214596,-2.1628907,0.70578706,3.2263954,-1.073815,-4.3662786,2.8439782,-4.812357,1.5717013,-3.9992473,-3.536617,-0.8651426,3.2937186,-1.57048,1.5531442,-3.585428,-8.129652,-0.9657677,5.613962,-1.7374026,-1.5825605,-0.7766436,-2.5415115,3.5307214,-2.1647708,-3.4453545,3.5277061,2.167418,-2.2252767,0.15462564,2.5611908,-1.9781791,acinar,celseq
8.312059,20.071346,-3.937434,0.7983515,-12.23521,7.5423884,4.606717,-1.793751,-3.130804,-1.6664119,-1.5916378,-0.08628154,1.0415695,-2.8095372,1.5023766,-4.542969,-0.9196873,-2.4485347,-1.6419363,-0.5367527,-0.7080026,-1.7452954,-1.3165945,-2.650762,-0.3035143,-2.797117,-0.047169458,-0.249118,0.8841567,-0.7153955,1.7500933,1.2167324,-2.207072,-2.614828,-0.4919777,0.9964984,-0.7986025,-2.2400606,-1.0208397,-4.107895,1.0042459,2.4691415,0.072673164,0.4711728,0.95037585,-1.5279963,-3.0548794,1.8008442,1.8720037,-3.2705393,acinar,celseq
-3.6193383,21.231207,0.31962729,-1.8678516,0.85062915,6.873318,-2.8996253,-2.521423,3.1884873,3.9879847,-3.4330304,0.2598031,-6.1019487,0.41852778,1.5122488,-7.755183,5.705514,-4.472071,-0.073856376,-2.8306277,-0.62224865,-0.4008232,-3.5610173,-5.6596017,-6.066914,-3.9095156,-1.6894138,-0.7864058,3.1528444,1.3751556,0.6888053,-1.0018954,-2.377949,-0.048853587,0.41174245,-2.3572583,3.332172,-0.48095673,-1.6509256,-2.8566175,-2.4801047,-2.3142488,-1.9688301,-2.262851,1.1064044,0.7388329,-1.8967798,-0.8865919,0.29455602,-3.0873778,acinar,celseq
12.227788,17.41556,-1.7261,2.1789017,2.1962438,8.420681,4.767193,-1.2488624,1.8002969,3.518727,-4.577479,-1.0894929,-5.5076413,0.97192097,0.0055710417,-10.905902,7.2690396,-4.694277,4.938429,-0.56053054,-5.344723,-2.7451258,-4.3714166,-1.1614082,-8.347379,-5.536802,-1.0067815,-3.1385984,4.2867894,0.8274054,0.91732657,-2.2276943,-5.275537,-2.5314462,0.48442233,3.1314151,7.440672,-2.7664816,-1.8896837,-4.640621,-5.032495,-0.6384989,-2.713468,-2.968567,5.8052573,-0.65065193,1.72049,-2.064163,1.0516279,-5.176066,acinar,celseq
4.278865,18.098438,0.50418943,-9.440038,4.83176,4.191319,1.3165601,-4.21128,-5.473563,-5.243293,3.7766395,8.581297,-0.76065105,9.027472,2.642894,-0.30436736,0.02124284,0.6918918,0.9397618,-1.4241827,-1.3900758,-2.7561212,-0.10172271,-5.1159844,6.9539647,-2.5224187,4.5922427,1.6300967,-2.096505,1.0219839,-1.0425078,-0.6943605,-1.8927944,-1.9944443,-0.534757,0.78035337,0.28315777,-2.7324553,-2.4824865,1.2022392,-0.2930393,1.099917,-0.33933446,-1.3543801,0.20611355,0.90411353,-0.40482903,1.7170137,1.7863909,-0.9477298,acinar,celseq
7.2195945,16.615011,-2.103647,0.27659488,-21.797354,7.877672,10.397091,-0.3329095,-1.6393433,1.5811127,-3.984291,-2.1754205,2.5075274,-2.4478412,-0.509296,2.1357439,-4.1440372,2.1569655,-1.4421785,0.54333586,-1.3257972,-1.6935132,-3.720956,4.266675,1.5261776,-2.2094092,0.36059308,-2.5640788,0.7618757,-1.4324665,-1.3129259,0.0027440556,-2.7175343,1.3216394,2.819661,0.34977558,-0.34867015,-0.4774828,-0.7257769,-2.5326302,0.26255038,2.4617827,-1.1122088,0.9565447,0.18607849,-0.08413148,-0.24421994,0.38822913,0.93361545,-1.3314022,acinar,celseq
8.520062,17.360395,-3.7258968,-9.733896,-14.058915,1.2434788,13.784273,-0.8476267,-2.454209,-0.93846714,-3.0638185,-2.3937826,4.0520053,-3.6866286,-2.6622076,-2.2473729,4.0578,1.355615,2.4335093,0.06317647,-1.6404834,2.951277,1.5840658,5.3021445,-0.22479546,1.181337,-1.2051796,-1.5272453,-0.68782187,4.339165,0.4576411,2.6566777,-3.8362257,1.967458,3.3264832,-0.28858754,3.244977,-2.0511584,-1.3859302,0.798321,-0.36096644,-1.2902795,-1.009612,-0.43176708,0.5481584,0.869788,-1.0290519,-0.36353284,0.3453365,-2.8785467,acinar,celseq
12.342587,11.454123,-1.4244444,2.2045553,-19.276377,4.28354,7.0248437,1.1152331,-0.5623882,-0.28251356,-1.9968722,0.33741233,3.6303935,1.2483594,-2.1386425,0.526775,-0.82520944,0.100982144,2.9148455,2.0854065,-3.790845,-0.5016699,-7.1455307,-1.4530474,-2.8545356,-1.3113352,-5.0957246,-6.045376,-1.0932275,4.4241486,-1.239248,3.0599852,-1.817038,2.2442732,1.6566038,1.1465551,-0.5744191,-2.186181,-2.027081,-3.1597435,-0.84771985,2.495705,-1.983199,-0.8979054,2.784593,-0.42011964,1.0261431,2.1001053,0.41810185,0.35607085,acinar,celseq
15.873657,6.060667,-7.543361,6.057353,-3.61086,5.8374634,3.3458953,-0.6717742,-1.8694927,0.6050944,-1.642861,-1.5636517,-3.2881167,2.158685,-4.7270193,-5.525,6.0418277,-0.7445272,0.5208854,-1.0871193,-3.3782473,3.4079716,-2.5648086,-4.838892,2.7150443,-5.346626,3.3805394,-3.7228603,-1.719274,1.3024111,0.6920452,-3.395663,-2.9033854,-2.3840408,-3.2765832,-1.5964342,0.4633401,-3.7718992,-3.540014,0.10947131,-1.7664621,3.2641425,0.5031396,-2.4015038,2.2069893,3.6222308,-0.41941708,4.313653,-0.17629385,-1.1974151,acinar,celseq
13.350382,10.820941,-3.22247,5.9634423,-15.883415,4.854474,4.8433585,1.9084792,-0.52715343,-2.0654187,-2.5776865,-1.0386451,2.5965683,0.71813583,-0.61767435,-1.8851786,-0.8928795,1.7938391,-0.9468052,1.8463618,-1.1976513,-0.039674975,-6.3540196,-3.992441,-3.1178074,0.10464302,0.35029352,-2.6865509,-0.9076125,2.3273335,-0.4742867,-1.4441692,-4.435658,-1.6782038,-0.5338718,0.6059031,-1.5163562,-2.3181026,-0.6783426,-1.4403023,1.3596325,3.385639,-0.7432978,-1.5300999,0.4804657,0.14216712,-1.0383279,1.7159839,1.465992,-1.0222653,acinar,celseq
18.520153,4.5401416,-8.208591,9.459167,-5.9400377,9.780627,9.231006,-0.47449476,-1.2446122,3.0546958,-3.1905808,-3.7622411,-4.9464445,6.947538,-2.3365505,-4.9678335,1.4716909,-4.3043885,-0.34570193,-2.345525,-1.4853731,7.9509473,4.472023,0.3350085,1.5182815,-7.044403,0.3474396,-2.2626104,-3.90523,1.5199602,1.7781693,-2.5597582,-3.0755727,-2.237825,-0.34375662,1.1387794,1.1211686,-5.02266,-0.5254109,-0.15682437,-1.6450131,-0.9674395,0.041706186,-5.0205173,4.8711658,0.57399637,-1.8039742,-0.9217639,1.6690981,-3.7886603,acinar,celseq
